"enumrtr","lga","ward","village","subvillage","under_18","HH_size","dogs","puppies","Land.Use","longitude","latitude","precision"
116,"Bunda DC","Ketare",71,373,5,8,1,1,"Shrubs",34.0172341725143,-1.89683951389212,4599.999
125,"Bunda DC","Ketare",71,165,5,8,0,0,"Shrubs",34.0154490682824,-1.91443867855408,3799.999
922,"Rorya DC","Nyamtinga",102,198,5,8,0,0,"Shrubs",33.9499805851894,-1.23435265923336,4.4
47,"Musoma DC","Bugoji",37,113,5,8,0,0,"Shrubs",33.7375053903814,-1.91220849940673,4.88
361,"Musoma DC","Nyegina",98,478,5,8,0,0,"Shrubs",33.6915023861015,-1.54610297145234,4.96
361,"Musoma DC","Nyegina",98,478,5,8,2,0,"Shrubs",33.6942978670269,-1.54411581809579,4.98
361,"Musoma DC","Nyegina",98,478,5,8,0,0,"Shrubs",33.6920006775939,-1.55080557362538,4.8
95,"Musoma DC","Murangi",34,255,5,8,4,0,"Shrubs",33.4880341366412,-1.85061193414583,4.483
128,"Tarime DC","Manga",75,646,5,7,0,0,"Shrubs",34.2219507722821,-1.41403662226509,4800
128,"Tarime DC","Manga",75,646,5,7,0,0,"Shrubs",34.2219507722821,-1.41403662226509,4800
128,"Tarime DC","Manga",75,356,5,7,1,0,"Shrubs",34.2219507722821,-1.41403662226509,4800
128,"Tarime DC","Manga",75,356,5,7,1,1,"Shrubs",34.2219507722821,-1.41403662226509,4800
128,"Tarime DC","Manga",75,356,5,7,2,0,"Shrubs",34.2219507722821,-1.41403662226509,4800
128,"Tarime DC","Manga",75,596,5,7,0,0,"Shrubs",34.2219507722821,-1.41403662226509,4800
128,"Tarime DC","Manga",75,596,5,7,2,0,"Shrubs",34.2219507722821,-1.41403662226509,4800
128,"Tarime DC","Manga",75,596,5,7,1,1,"Shrubs",34.2219507722821,-1.41403662226509,4800
128,"Tarime DC","Manga",75,596,5,7,2,0,"Shrubs",34.2219507722821,-1.41403662226509,4800
128,"Tarime DC","Manga",75,596,5,7,2,1,"Shrubs",34.2219507722821,-1.41403662226509,4800
40,"Musoma DC","Murangi",34,114,5,7,0,0,"Shrubs",33.4618236341126,-1.84884158631339,4.971
40,"Musoma DC","Murangi",34,114,5,7,2,0,"Shrubs",33.458814314178,-1.85036938100559,4.985
42,"Musoma DC","Tegeruka",35,761,5,7,0,0,"Shrubs",33.6957036854791,-1.75133893515922,3.9
34,"Butiama DC","Kukirango",29,103,5,7,0,0,"Shrubs",33.8510098807812,-1.74264783408172,0.693
34,"Butiama DC","Kukirango",29,103,5,7,0,0,"Shrubs",33.8542554514671,-1.74317355898211,0.697
683,"Rorya DC","Nyahongo",99,986,5,7,2,0,"Shrubs",34.0216906648847,-1.17904671920507,4.271
160,"Rorya DC","Kirogo",85,850,5,7,0,0,"Shrubs",34.0023807870812,-1.3412809503853,4.6
160,"Rorya DC","Kirogo",85,850,5,7,0,0,"Shrubs",34.0023518733669,-1.34314649997607,4.51
160,"Rorya DC","Kirogo",85,850,5,7,1,0,"Shrubs",34.000619315144,-1.34676174696252,4.5
160,"Rorya DC","Kirogo",85,850,5,7,1,0,"Shrubs",33.9999875481859,-1.34193485823014,5
160,"Rorya DC","Kirogo",85,850,5,7,6,5,"Shrubs",33.9974909241643,-1.34026647444744,4.857
160,"Rorya DC","Kirogo",85,850,5,7,2,0,"Shrubs",34.000994574058,-1.34222047449389,4.8
160,"Rorya DC","Kirogo",85,850,5,7,0,0,"Shrubs",34.0024176472877,-1.33430997397845,4.883
160,"Rorya DC","Kirogo",85,850,5,7,2,0,"Shrubs",34.000807683432,-1.33409458796677,5
160,"Rorya DC","Kirogo",85,850,5,7,2,0,"Shrubs",34.0045122009714,-1.33651610601722,5
361,"Musoma DC","Nyegina",98,996,5,7,0,0,"Shrubs",33.7047674458555,-1.51988355950464,4.9
12,"Bunda DC","Neruma",11,384,5,7,2,0,"Shrubs",33.4969993572326,-2.15442657033812,4.5
141,"Rorya DC","Kinyenche",80,439,5,7,1,0,"Shrubs",34.0672444965935,-1.27016627224662,4.133
141,"Rorya DC","Kinyenche",80,439,5,7,1,0,"Shrubs",34.0675396119657,-1.26962101497529,4.8
116,"Bunda DC","Ketare",71,50,5,7,4,2,"Shrubs",34.0167831197389,-1.89533527197121,4599.999
30,"Bunda DC","Iramba",25,795,5,7,2,0,"Shrubs",33.3841780152798,-1.99394397751897,4.85
30,"Bunda DC","Iramba",25,856,5,7,1,0,"Shrubs",33.3841995431752,-1.99394614569231,4.685
895,"Bunda DC","Igundu",101,962,5,7,3,1,"Shrubs",33.3097332006487,-2.06778327681334,4.42
895,"Bunda DC","Igundu",101,962,5,7,2,0,"Shrubs",33.3150996098415,-2.06989090604361,5
49,"Serengeti DC","Busawe",39,64,5,7,2,0,"Shrubs",34.433677585291,-1.58354153561881,4.5
49,"Serengeti DC","Busawe",39,64,5,7,0,0,"Shrubs",34.4385851430048,-1.58987701661251,4.82
49,"Serengeti DC","Busawe",39,64,5,7,2,0,"Shrubs",34.439026311588,-1.58982160832439,4.866
83,"Rorya DC","Kigunga",58,247,5,7,0,1,"Shrubs",34.117493940464,-1.23880447292127,3.481
83,"Rorya DC","Kigunga",58,247,5,7,1,0,"Shrubs",34.1148865993561,-1.23749441420218,4.645
289,"Musoma DC","Ifulifu",89,401,5,7,0,0,"Shrubs",33.710594956404,-1.63935642115996,1.166
910,"Rorya DC","Nyamagaro",93,970,5,7,0,0,"Shrubs",33.9283331816001,-1.24947824525145,3099.999
910,"Rorya DC","Nyamagaro",93,970,5,7,0,0,"Shrubs",33.9230256251785,-1.24911448725869,3099.999
910,"Rorya DC","Nyamagaro",93,970,5,7,0,1,"Shrubs",33.9230256251785,-1.24911448725869,3099.999
51,"Musoma DC","Nyakatende",41,109,5,7,0,2,"Shrubs",33.6809013029289,-1.58139023752143,4.24
154,"Bunda DC","Butimba",83,804,5,7,3,0,"Shrubs",33.6502424538644,-2.11838555100259,4.971
154,"Bunda DC","Butimba",83,804,5,7,2,0,"Shrubs",33.6493702082089,-2.12005048226219,4.976
40,"Musoma DC","Murangi",34,114,5,7,1,0,"Shrubs",33.4550658969273,-1.85167661601759,4.95
40,"Musoma DC","Murangi",34,114,5,7,0,0,"Shrubs",33.4575607829746,-1.84806511967971,4.9
40,"Musoma DC","Murangi",34,114,5,7,0,0,"Shrubs",33.45830147869,-1.84831028554195,4.66
56,"Bunda DC","Chitengure",60,976,5,7,2,0,"Shrubs",33.4095358483578,-2.13036501467995,4.8
42,"Musoma DC","Tegeruka",35,761,5,7,0,0,"Shrubs",33.6940350027515,-1.75011845191152,3.9
188,"Rorya DC","Nyabirongo",90,272,5,7,0,0,"Shrubs",34.134776533326,-1.38263209396595,4.583
188,"Rorya DC","Nyabirongo",90,272,5,7,0,2,"Shrubs",34.1327684336834,-1.38347645868729,4.166
920,"Rorya DC","Baraki",104,973,5,7,0,0,"Shrubs",33.9204804662674,-1.39026251742906,4.5
920,"Rorya DC","Baraki",104,973,5,7,5,1,"Shrubs",33.9223450783148,-1.39267845350518,3.98
920,"Rorya DC","Baraki",104,973,5,7,1,0,"Shrubs",33.9247626812979,-1.38411721240638,4.96
920,"Rorya DC","Baraki",104,973,5,7,0,0,"Shrubs",33.9212473417741,-1.38675497691249,4.84
920,"Rorya DC","Baraki",104,973,5,7,1,0,"Shrubs",33.9193141043728,-1.38408046423854,4.84
920,"Rorya DC","Baraki",104,973,5,7,1,0,"Shrubs",33.9205705732023,-1.38377635149671,4.98
920,"Rorya DC","Baraki",104,973,5,7,3,0,"Shrubs",33.9257395954287,-1.3845671010002,4.98
1084,"Rorya DC","Rabour",91,865,5,7,4,2,"Shrubs",34.0582594829426,-1.47500990001298,1.356
67,"Bunda TC","Kabasa",9,203,5,7,5,1,"Shrubs",33.8295152464253,-1.98451670603124,3.9
21,"Butiama DC","Mirwa",19,140,5,7,0,0,"Shrubs",34.139109789034,-1.80090531836516,5
921,"Rorya DC","Nyamtinga",102,18,5,7,0,0,"Shrubs",33.9500503667014,-1.23754266445929,4.25
160,"Rorya DC","Kirogo",85,801,5,7,1,0,"Shrubs",34.0123496282236,-1.33281562791565,4.7
160,"Rorya DC","Kirogo",85,801,5,7,1,0,"Shrubs",34.0057079380756,-1.33028322457651,4.4
160,"Rorya DC","Kirogo",85,801,5,7,3,0,"Shrubs",34.0038254925288,-1.32861785767192,4.4
361,"Musoma DC","Nyegina",98,996,5,7,1,0,"Shrubs",33.7045754586676,-1.53125854002956,4.92
361,"Musoma DC","Nyegina",98,1011,5,7,1,0,"Shrubs",33.7003893576734,-1.53627799419913,4.98
361,"Musoma DC","Nyegina",98,478,5,7,0,0,"Shrubs",33.6946803427984,-1.54202842939019,4.52
40,"Musoma DC","Murangi",34,114,5,7,0,0,"Shrubs",33.4582295780419,-1.84768507853711,4.642
40,"Musoma DC","Murangi",34,114,5,7,0,0,"Shrubs",33.4634256153312,-1.84829674223773,4.9
40,"Musoma DC","Murangi",34,114,5,7,0,0,"Shrubs",33.4625642054797,-1.84818164587286,4.325
212,"Musoma DC","Murangi",34,114,5,7,0,0,"Shrubs",33.4625806483932,-1.84802083075205,4.84
128,"Tarime DC","Manga",75,646,5,7,0,0,"Shrubs",34.2075913088806,-1.40621018647169,3900
128,"Tarime DC","Manga",75,596,5,7,0,0,"Shrubs",34.2075913088806,-1.40621018647169,3900
128,"Tarime DC","Manga",75,596,5,7,2,0,"Shrubs",34.2075913088806,-1.40621018647169,3900
128,"Tarime DC","Manga",75,185,5,7,0,0,"Shrubs",34.2075913088806,-1.40621018647169,3900
128,"Tarime DC","Manga",75,185,5,7,1,0,"Shrubs",34.1947831404052,-1.42480949106169,3900
56,"Bunda DC","Chitengure",60,441,5,7,4,1,"Shrubs",33.4267521155248,-2.13613145096632,4.4
56,"Bunda DC","Chitengure",60,441,5,7,1,0,"Shrubs",33.4260518641792,-2.13711289167971,4.35
24,"Serengeti DC","Nyamantare",21,30,5,7,2,1,"Shrubs",34.4191465290114,-1.7880618454801,4.994
24,"Serengeti DC","Nyamantare",21,30,5,7,3,0,"Shrubs",34.4179279645574,-1.79444793575345,5
24,"Serengeti DC","Nyamantare",21,30,5,7,2,0,"Shrubs",34.437431368706,-1.80218445834495,4.985
83,"Rorya DC","Kigunga",58,243,5,7,1,0,"Shrubs",34.0775721232526,-1.28883116213367,4.8
83,"Rorya DC","Kigunga",58,243,5,7,2,0,"Shrubs",34.0952801533973,-1.2757225973872,4.466
167,"Serengeti DC","Magange",87,772,5,7,3,0,"Shrubs",34.3014086873185,-1.75583029560633,5
49,"Serengeti DC","Busawe",39,64,5,7,1,2,"Shrubs",34.4364364299374,-1.58615366950171,4.966
49,"Serengeti DC","Busawe",39,64,5,7,1,0,"Shrubs",34.4369771066299,-1.58657140174233,4.4
49,"Serengeti DC","Busawe",39,64,5,7,0,0,"Shrubs",34.4388614662851,-1.58977848093765,4.68
49,"Serengeti DC","Busawe",39,64,5,7,1,0,"Shrubs",34.4327418628898,-1.58263327310638,4.5
49,"Serengeti DC","Busawe",39,64,5,7,3,0,"Shrubs",34.4283265704937,-1.58499713857871,4.98
11,"Butiama DC","Kyanyari",10,46,5,7,0,0,"Shrubs",33.7826525882789,-1.82956181094502,4.2
116,"Bunda DC","Ketare",71,165,5,7,2,0,"Shrubs",34.0172341725143,-1.89683951389212,4599.999
381,"Rorya DC","Nyamuga",70,163,5,7,0,0,"Shrubs",33.9393514392558,-1.52280396733708,9103
17,"Musoma DC","Etaro",15,314,5,7,3,0,"Shrubs",33.7168419927666,-1.50296894882045,4.75
17,"Musoma DC","Etaro",15,314,5,7,3,0,"Shrubs",33.7199543558298,-1.49770949821034,4.8
230,"Musoma DC","Nyamrandirira",61,330,5,7,3,0,"Shrubs",33.5321746214292,-1.8266088573158,4.7
230,"Musoma DC","Nyamrandirira",61,330,5,7,0,0,"Shrubs",33.5324566647661,-1.82469999343071,4.2
232,"Rorya DC","Nyamagaro",93,995,5,7,0,0,"Shrubs",33.9485959562657,-1.25234813959061,3000
232,"Rorya DC","Nyamagaro",93,995,5,7,0,1,"Shrubs",33.9331050240157,-1.26117592377694,5000
232,"Rorya DC","Nyamagaro",93,995,5,7,0,0,"Shrubs",33.9283331816001,-1.24947824525145,3099.999
232,"Rorya DC","Nyamagaro",93,995,5,7,0,0,"Shrubs",33.9331050240157,-1.26117592377694,5000
232,"Rorya DC","Nyamagaro",93,995,5,7,2,0,"Shrubs",33.9230256251785,-1.24911448725869,3099.999
232,"Rorya DC","Nyamagaro",93,995,5,7,0,0,"Shrubs",33.9230256251785,-1.24911448725869,3099.999
148,"Musoma DC","Bukima",82,978,5,7,2,1,"Shrubs",33.4466784408443,-1.84455002573627,23
148,"Musoma DC","Bukima",82,978,5,7,1,0,"Shrubs",33.4420525093481,-1.84289083464762,19
148,"Musoma DC","Bukima",82,978,5,7,1,0,"Shrubs",33.4429549466691,-1.84318211787221,14
148,"Musoma DC","Bukima",82,978,5,7,2,0,"Shrubs",33.4419188970446,-1.84463640770028,22
148,"Musoma DC","Bukima",82,1012,5,7,0,0,"Shrubs",33.4432135091406,-1.83923332317452,24
148,"Musoma DC","Bukima",82,1012,5,7,0,0,"Shrubs",33.4375265367667,-1.83887538437638,21
148,"Musoma DC","Bukima",82,1012,5,7,0,0,"Shrubs",33.4356693609195,-1.83624207632863,14
148,"Musoma DC","Bukima",82,1012,5,7,0,0,"Shrubs",33.4326501737927,-1.83500228627178,21
188,"Rorya DC","Nyabirongo",90,444,5,7,3,0,"Shrubs",34.1215510816633,-1.39005009337673,4.3
188,"Rorya DC","Nyabirongo",90,444,5,7,0,0,"Shrubs",34.1193974636813,-1.38378699509527,4.7
42,"Musoma DC","Tegeruka",35,283,5,7,0,0,"Shrubs",33.7033490406967,-1.75078497186855,3.9
42,"Musoma DC","Tegeruka",35,283,5,7,0,0,"Shrubs",33.7002114612358,-1.75151948590213,3.9
42,"Musoma DC","Tegeruka",35,283,5,7,0,0,"Shrubs",33.7002680620741,-1.75301297270194,3.9
154,"Bunda DC","Butimba",83,37,5,7,1,0,"Shrubs",33.6732637441545,-2.13164016855147,3.9
934,"Rorya DC","Baraki",104,973,5,7,0,0,"Shrubs",33.9171582325266,-1.39284157246219,4.766
934,"Rorya DC","Baraki",104,973,5,7,2,1,"Shrubs",33.9163892541691,-1.39753395299493,5
102,"Bunda TC","Guta",22,781,5,7,2,2,"Shrubs",33.686497873047,-2.06611172393164,7.4
102,"Bunda TC","Guta",22,781,5,7,1,1,"Shrubs",33.688890282478,-2.07705458215988,8.2
102,"Bunda TC","Guta",22,781,5,7,3,0,"Shrubs",33.6854084757823,-2.08620314734812,8.05
155,"Bunda TC","Guta",22,215,5,7,1,1,"Shrubs",33.7817762215693,-2.05917335320038,6.175
182,"Musoma DC","Ifulifu",89,293,5,7,1,0,"Shrubs",33.7060912773201,-1.63278744300724,3.688
362,"Rorya DC","Kisumwa",7,480,5,7,0,0,"Shrubs",34.1193625575631,-1.42096670112967,6.828
362,"Rorya DC","Kisumwa",7,480,5,7,2,0,"Shrubs",34.1177629874871,-1.42210509687222,9.042
894,"Bunda DC","Igundu",101,975,5,7,1,0,"Shrubs",33.28136550668,-2.07272702109147,4.76
105,"Butiama DC","Bukabwa",52,23,5,7,1,0,"Shrubs",33.936748278624,-1.58309216370771,4.9
105,"Butiama DC","Bukabwa",52,152,5,7,4,6,"Shrubs",33.9371494277495,-1.58185441978091,4.4
67,"Bunda TC","Kabasa",9,566,5,7,5,0,"Shrubs",33.8461888757777,-1.90820242849467,4.5
1085,"Rorya DC","Rabour",91,294,5,7,0,0,"Shrubs",34.0494536603273,-1.42844152536438,3.36
1086,"Rorya DC","Rabour",91,294,5,7,0,0,"Shrubs",34.0488631945694,-1.43128283351957,1.694
13,"Musoma DC","Makojo",12,166,5,7,0,0,"Shrubs",33.3959091081345,-1.9020101428311,3.92
361,"Musoma DC","Nyegina",98,655,5,7,0,0,"Shrubs",33.7095052971873,-1.53704649589609,4.8
148,"Musoma DC","Bukima",82,968,5,7,0,0,"Shrubs",33.4356186874953,-1.82677351455722,20
148,"Musoma DC","Bukima",82,968,5,7,1,0,"Shrubs",33.4362770186494,-1.82536557832449,16
148,"Musoma DC","Bukima",82,968,5,7,0,0,"Shrubs",33.4342479914643,-1.82442626277992,23
86,"Musoma DC","Nyamrandirira",61,3,5,7,0,0,"Shrubs",33.5388131281457,-1.82585047174289,4.82
86,"Musoma DC","Nyamrandirira",61,3,5,7,0,0,"Shrubs",33.5337676374667,-1.82353775282636,4.92
86,"Musoma DC","Nyamrandirira",61,3,5,7,0,0,"Shrubs",33.5353160058534,-1.82337503276602,4.9
86,"Musoma DC","Nyamrandirira",61,3,5,7,0,0,"Shrubs",33.5384227747247,-1.82204221583815,4.983
17,"Musoma DC","Etaro",15,68,5,7,3,3,"Shrubs",33.7145790733302,-1.51334076405854,4.82
40,"Musoma DC","Murangi",34,50,5,7,0,0,"Shrubs",33.4731139101815,-1.84827127662873,4.025
40,"Musoma DC","Murangi",34,50,5,7,2,0,"Shrubs",33.4732970579107,-1.84826484175512,4.82
110,"Musoma DC","Murangi",34,50,5,7,1,0,"Shrubs",33.4759208221243,-1.85341592651785,4.71
110,"Musoma DC","Murangi",34,50,5,7,0,0,"Shrubs",33.4750796890623,-1.85352542146597,4.938
110,"Musoma DC","Murangi",34,50,5,7,0,0,"Shrubs",33.4742491239101,-1.85352644371742,4.928
107,"Rorya DC","Bukwe",67,154,5,7,0,0,"Shrubs",34.2675572643285,-1.35926631701359,3782.193
894,"Bunda DC","Igundu",101,971,5,7,1,1,"Shrubs",33.2971780420778,-2.08244103813049,4.74
894,"Bunda DC","Igundu",101,971,5,7,2,0,"Shrubs",33.3083899220576,-2.09481923262107,4.7
160,"Rorya DC","Kirogo",85,231,5,7,1,0,"Shrubs",34.0213277979849,-1.33749555610014,4.5
1087,"Rorya DC","Kitembe",100,825,5,7,0,0,"Shrubs",34.1672523494145,-1.17030245134888,3.9
83,"Rorya DC","Kigunga",58,318,5,7,1,0,"Shrubs",34.0960054343961,-1.27068185112426,6.85
83,"Rorya DC","Kigunga",58,318,5,7,1,0,"Shrubs",34.0963924872575,-1.26863768315716,3.9
83,"Rorya DC","Kigunga",58,318,5,7,2,0,"Shrubs",34.0953945694558,-1.26602683154172,5.95
83,"Rorya DC","Kigunga",58,318,5,7,1,0,"Shrubs",34.0935023317426,-1.264785332367,6.733
83,"Rorya DC","Kigunga",58,182,5,7,1,0,"Shrubs",34.0927944222482,-1.26321211333669,4.421
17,"Musoma DC","Etaro",15,68,5,7,1,0,"Shrubs",33.7240515317555,-1.50927642622669,4.852
17,"Musoma DC","Etaro",15,68,5,7,0,1,"Shrubs",33.7245990747325,-1.50954497123708,4.65
17,"Musoma DC","Etaro",15,68,5,7,0,0,"Shrubs",33.7236446447104,-1.50864001595052,4.9
232,"Rorya DC","Nyamagaro",93,878,5,7,0,0,"Shrubs",33.9485959562657,-1.25234813959061,3000
1088,"Rorya DC","Rabour",91,865,5,7,0,0,"Shrubs",34.0509541526794,-1.4896060650793,1.837
1089,"Rorya DC","Rabour",91,1018,5,7,4,0,"Shrubs",34.0766168804451,-1.48006161439631,4.389
1090,"Rorya DC","Rabour",91,1018,5,7,0,0,"Shrubs",34.0764607070297,-1.4805322318101,2.623
42,"Musoma DC","Tegeruka",35,91,5,7,0,0,"Shrubs",33.7052043905035,-1.75337987570696,3.9
42,"Musoma DC","Tegeruka",35,91,5,7,0,0,"Shrubs",33.7078427551913,-1.7476090005185,3.9
42,"Musoma DC","Tegeruka",35,91,5,7,0,0,"Shrubs",33.7201692220724,-1.7482598334484,3.9
42,"Musoma DC","Tegeruka",35,91,5,7,0,0,"Shrubs",33.7187885653636,-1.74935907889009,3.9
102,"Bunda TC","Guta",22,340,5,7,2,0,"Shrubs",33.7193465069792,-2.07327831009322,9.8
102,"Bunda TC","Guta",22,270,5,7,4,0,"Shrubs",33.7387343355645,-2.06825605765267,8.65
182,"Musoma DC","Ifulifu",89,994,5,7,0,0,"Shrubs",33.7000606168681,-1.63805870586526,3.9
182,"Musoma DC","Ifulifu",89,994,5,7,2,0,"Shrubs",33.6995024923088,-1.63806716928832,3.9
182,"Musoma DC","Ifulifu",89,994,5,7,0,0,"Shrubs",33.7026370630261,-1.63775693047398,3.9
188,"Rorya DC","Nyabirongo",90,497,5,7,1,0,"Shrubs",34.1324964329055,-1.36154506670904,4.38
188,"Rorya DC","Nyabirongo",90,497,5,7,0,0,"Shrubs",34.1270454147575,-1.36000317929804,3.9
934,"Rorya DC","Baraki",104,25,5,7,1,0,"Shrubs",33.9345796836417,-1.36342874498271,4.64
934,"Rorya DC","Baraki",104,25,5,7,5,0,"Shrubs",33.9284261427283,-1.36260205923387,4.857
934,"Rorya DC","Baraki",104,25,5,7,0,1,"Shrubs",33.9357172766337,-1.35807810655088,5
934,"Rorya DC","Baraki",104,25,5,7,2,0,"Shrubs",33.9359893115154,-1.35856199635019,4.9
73,"Butiama DC","Bukabwa",52,85,5,7,2,0,"Shrubs",33.9640963002149,-1.59662930498604,4.633
921,"Rorya DC","Nyamtinga",102,198,5,7,1,0,"Shrubs",33.9496122741245,-1.22290769033865,3.759
107,"Rorya DC","Bukwe",67,343,5,7,3,0,"Shrubs",34.2585784464674,-1.35717679785669,2759.144
107,"Rorya DC","Bukwe",67,343,5,7,1,0,"Shrubs",34.2595735930424,-1.35819002316276,96
84,"Rorya DC","Koryo",59,120,5,7,3,1,"Shrubs",34.2235513808895,-1.3166970670329,4.757
665,"Rorya DC","Nyahongo",99,800,5,7,1,1,"Shrubs",34.020849027831,-1.19344683991971,4.665
665,"Rorya DC","Nyahongo",99,800,5,7,3,0,"Shrubs",34.0280509656257,-1.19644259413825,4.922
728,"Rorya DC","Kitembe",100,825,5,7,0,0,"Shrubs",34.1764293473827,-1.18021629639579,3.9
890,"Rorya DC","Kitembe",100,825,5,7,1,0,"Shrubs",34.1786431888304,-1.18185191423238,3.9
728,"Rorya DC","Kitembe",100,825,5,7,0,0,"Shrubs",34.1733876065974,-1.16804951789096,3.9
1091,"Butiama DC","Bisumwa",94,880,5,7,0,0,"Shrubs",33.7720174982229,-1.60286907727573,4.42
128,"Tarime DC","Manga",75,25,5,7,2,1,"Shrubs",34.2235687795822,-1.412040620176,4699.999
128,"Tarime DC","Manga",75,25,5,7,1,3,"Shrubs",34.2235687795822,-1.412040620176,4699.999
128,"Tarime DC","Manga",75,25,5,7,3,0,"Shrubs",34.2235687795822,-1.412040620176,4699.999
128,"Tarime DC","Manga",75,25,5,7,0,0,"Shrubs",34.2235687795822,-1.412040620176,4699.999
52,"Serengeti DC","Nyamantare",21,36,5,7,0,0,"Shrubs",34.4905400846657,-1.81763465756005,9.442
167,"Serengeti DC","Magange",87,237,5,7,4,0,"Shrubs",34.3391338672343,-1.75288538334352,4.96
167,"Serengeti DC","Magange",87,237,5,7,1,1,"Shrubs",34.3428302458673,-1.76037726877438,4.65
51,"Musoma DC","Nyakatende",41,109,5,7,1,1,"Shrubs",33.6788979008769,-1.58912632452646,4.9
669,"Serengeti DC","Nyambureti",62,754,5,7,0,1,"Shrubs",34.3127925550143,-1.79363657001375,5
109,"Rorya DC","Raranya",68,286,5,7,0,0,"Shrubs",34.1007448763293,-1.20950637114304,4199.999
728,"Rorya DC","Kitembe",100,825,5,7,1,0,"Shrubs",34.1802757526789,-1.19038995668723,3.9
51,"Musoma DC","Nyakatende",41,109,5,7,1,0,"Shrubs",33.6811108698899,-1.57997712586151,5
51,"Musoma DC","Nyakatende",41,109,5,7,6,4,"Shrubs",33.6804022872532,-1.58282499011354,4
51,"Musoma DC","Nyakatende",41,109,5,7,1,0,"Shrubs",33.6762416041537,-1.58784145290376,4.56
321,"Rorya DC","Raranya",68,286,5,7,3,0,"Shrubs",34.1007448763293,-1.20950637114304,4199.999
147,"Rorya DC","Raranya",68,532,5,7,0,0,"Shrubs",34.0752860935714,-1.23655729677868,3500
128,"Tarime DC","Manga",75,25,5,7,0,3,"Shrubs",34.2085148111117,-1.40576778507569,3700
128,"Tarime DC","Manga",75,185,5,7,1,0,"Shrubs",34.2085148111117,-1.40576778507569,3700
128,"Tarime DC","Manga",75,185,5,7,1,0,"Shrubs",34.2085148111117,-1.40576778507569,3700
60,"Musoma DC","Musanja",45,280,5,7,1,0,"Shrubs",33.5630868190056,-1.86313413407442,4.95
60,"Musoma DC","Musanja",45,280,5,7,0,0,"Shrubs",33.5640685940266,-1.86336575130665,4.233
60,"Musoma DC","Musanja",45,280,5,7,1,0,"Shrubs",33.5621337531343,-1.86338817812484,3.9
665,"Rorya DC","Nyahongo",99,980,5,7,1,0,"Shrubs",34.0195342687941,-1.206582076321,4.083
665,"Rorya DC","Nyahongo",99,980,5,7,1,0,"Shrubs",34.0105117510375,-1.20729949697575,3.9
20,"Tarime DC","Kibasuka",18,92,5,7,1,0,"Shrubs",34.4487568608795,-1.41760424244141,4.785
160,"Rorya DC","Kirogo",85,231,5,7,0,0,"Shrubs",34.0144681995501,-1.33469609553095,4.777
148,"Musoma DC","Bukima",82,212,5,7,0,0,"Shrubs",33.4368870506946,-1.81668035744921,27
148,"Musoma DC","Bukima",82,212,5,7,0,0,"Shrubs",33.4391227372629,-1.81744920336548,13
200,"Butiama DC","Buruma",55,624,5,7,0,0,"Shrubs",33.8574088494055,-1.72397847131396,4.1
52,"Serengeti DC","Nyamantare",21,30,5,7,4,1,"Shrubs",34.411057707313,-1.77729710663349,9.5
400,"Butiama DC","Buruma",55,337,5,7,1,2,"Shrubs",33.854623329156,-1.73367882456625,3.9
400,"Butiama DC","Buruma",55,337,5,7,0,1,"Shrubs",33.8667321098136,-1.73146276934083,3.9
157,"Bunda DC","Nyamihyolo",78,195,5,7,0,0,"Shrubs",33.5203811090333,-2.15952834656926,3.9
157,"Bunda DC","Nyamihyolo",78,981,5,7,0,0,"Shrubs",33.5331739550214,-2.1647453079614,3.9
390,"Rorya DC","Nyabirongo",90,1014,5,7,0,0,"Shrubs",34.1272958882123,-1.36106857591629,9
136,"Bunda DC","Nyamihyolo",78,195,5,7,0,0,"Shrubs",33.5193428362727,-2.15910224693596,4.466
136,"Bunda DC","Nyamihyolo",78,308,5,7,0,0,"Shrubs",33.5188274981005,-2.15734948379757,4.78
136,"Bunda DC","Nyamihyolo",78,308,5,7,0,0,"Shrubs",33.5177799011969,-2.16037502643674,4.56
136,"Bunda DC","Nyamihyolo",78,195,5,7,0,0,"Shrubs",33.5178058930853,-2.16004761484227,3.9
136,"Bunda DC","Nyamihyolo",78,195,5,7,0,0,"Shrubs",33.5197714872813,-2.16184364089627,4.84
141,"Rorya DC","Kinyenche",80,297,5,7,1,0,"Shrubs",34.0643262799585,-1.25252668091169,4.8
149,"Bunda DC","Iramba",25,881,5,7,0,0,"Shrubs",33.3874242403389,-1.99368226198603,4.84
149,"Bunda DC","Iramba",25,881,5,7,0,0,"Shrubs",33.3864125395041,-1.99480906034268,4.766
149,"Bunda DC","Iramba",25,881,5,7,0,0,"Shrubs",33.3829103702452,-1.99386964017035,4.94
12,"Bunda DC","Neruma",11,25,5,7,0,0,"Shrubs",33.5001821935357,-2.15833669973344,4.46
12,"Bunda DC","Neruma",11,25,5,7,0,0,"Shrubs",33.5018578804279,-2.15521655512376,4.72
13,"Musoma DC","Makojo",12,145,5,7,0,0,"Shrubs",33.3870452663971,-1.90248360389309,4.966
13,"Musoma DC","Makojo",12,145,5,7,0,0,"Shrubs",33.387841533646,-1.90308296367745,4.86
13,"Musoma DC","Makojo",12,145,5,7,0,0,"Shrubs",33.3890420819851,-1.9028333031179,4.8
122,"Butiama DC","Busegwe",73,407,5,7,0,0,"Shrubs",33.9666706432249,-1.72861338652944,4.865
